content_id,counter,caption
n02974003_6740,1,"A metallic hue with sleek lines and rounded features, complemented by circular shapes below and reflections on a wet surface, framed by greenery."
n04591713_2310,1,"Three dark cylindrical objects with labels rest on horizontal wooden slats, partially obscured by a glass surface. Shadows create a soft gradient."
n02226429_11460,1,"A tan elongated figure blends into vibrant yellow clusters, showcasing intricate textures and delicate structures amidst a lush green backdrop."
n03038480_2196,1,"Two shiny metallic elongated shapes with smooth edges are positioned upright. A textured, warm-toned base supports them, with a contrasting dark line underneath for measurement."
n02800213_4703,1,"A hand covered in brown and black textures, featuring intricate stitching and a golden inscription, positioned against a vibrant red and gray background."
n04482393_24979,1,"A faded red object with a white seat, featuring metal handlebars, uneven tires, and rusting elements on a dusty surface, adjacent to a gray path."
n03494278_29023,1,"A child with a red headband holds a green, rectangular object near their mouth. Soft light highlights pale skin and light-colored eyes against a textured, dark background."
n04409806_4052,1,"A bright red shirt, a circular dark frame, and a mesh pattern intersecting with a light background. Hair is dark and long, framing a smiling face."
n04320973_21297,1,"A textured, rounded wooden object sits atop a woven circular background. A shiny, golden appendage curves elegantly, contrasting with the muted brown."
n02808440_38805,1,"Light beige and dark blue tiled walls, featuring horizontal patterns. A smooth, white, elongated shape with a shiny metallic handle contrasts against the tiles."
n02445715_12246,1,"A small creature with a predominantly dark coat and a striking white stripe, surrounded by earthy tones, stones, and sparse greenery."
n07756951_15064,1,A dark green orb with light green stripes sits atop stacked boxes. A person in a checkered shirt stands nearby. Various colorful packages are visible in the background.
n03038480_7843,1,"A metallic sheen contrasts with a textured black surface, featuring angular shapes and a smooth blade partially exposed against a blue background."
n04587559_11491,1,"A tilted light-colored cylindrical structure with intersecting dark lines, surrounded by green and brown textures, under a soft sepia tone sky."
n03602883_16220,1,"A rectangular, blue, box-like structure with a light brown top. It features colorful circular forms in various positions and a green, rounded projection."
n02843158_8492,1,"A circular, textured surface in muted metallic hues, flanked by two upright shapes mimicking small figures. A third figure sits atop, with grassy green below."
n01772222_16161,1,"A close-up view features earthy tones of brown and tan. Textured surfaces reflect light, while rounded shapes contrast with sharp, angular appendages."
n03397947_10813,1,"A green and blue contrast in clothing, with dynamic postures. Grass is vibrant, and the background shows blurred figures."
n02005790_10287,1,"A pale figure with long, slender legs and a curved appendage stands on a textured, earthy surface beneath bright greenery. Shadows cast nearby."
n03602883_15696,1,A rectangular object in shades of gray with a red gradient; variously colored circular and rectangular buttons; a vibrant green lever; textured circular areas; smooth surfaces.
n04587559_7411,1,"A cylindrical structure with a dark top, intersecting angular wooden frames extending outward, set against a blue sky with soft clouds and green ground below."
n01963571_11908,1,"Glossy, dark blue and black surfaces with golden hints. Various oval shapes clustered together, some open, revealing inner curves. Textured edges and smooth interiors."
n04409806_5820,1,"A figure in a light outfit is poised on a grassy field, with a circular object in hand, hair flowing behind, and a green background."
n02814860_18911,1,"A tall, cylindrical structure with alternating red and white stripes, a transparent top, and a grassy foreground filled with small figures. Soft blue background."
n02814860_30610,1,"A tall, smooth structure in white, crowned with a glass dome and a red peak, surrounded by green vegetation and blue sky."
n03721384_14643,1,"A group of individuals, some wearing blue attire, are near two large wooden structures with cylindrical elements underneath. The surface has a rich, dark hue."
n03436182_11486,1,"A metallic gray rectangular object with circular speakers, a horizontal screen, and a prominent antenna, set on a patterned brown and beige surface."
n02998003_5381,1,"A bright yellow background contrasts with a vibrant red heart shape, surrounded by circular beige shapes nestled in a bowl. Text in bold fonts features varied colors and sizes."
n02090827_10084,1,"A dark-coated figure rests on a light fabric, surrounded by soft, plush shapes in muted and vibrant hues."
n02055803_7877,1,"Two dark-coloured figures with contrasting white areas stand on a light, textured surface. Surrounding debris consists of mixed shades of brown and gray."
n03445777_4123,1,"Two spherical objects of muted white with textured surfaces, seated atop cylindrical stands. One has a small inscription, and each has a distinct base color."
n04482393_13686,1,"A vivid, multicolored object with circular forms and a mix of smooth and textured surfaces sits on a light gray pathway, adjacent to a building."
n03792782_21048,1,"A striking blend of red and black hues, a symmetrical structure with circular shapes, prominent metallic components, and contrasting textures emerges against a light background."
n02068974_17710,1,"A sleek, curved figure in shades of gray with a light underside, surrounded by deep blue water. Bubbles and light reflections add texture."
n03623556_12791,1,"A shiny metallic elongated shape with a smooth edge and a wooden handle sits atop a dark, textured surface, accompanied by a dark sheath."
n01855672_13449,1,"A long neck curves gracefully, with a pale body covered in soft, muted browns and grays. Dark features contrast with lighter tones against a green grassy backdrop."
n02882647_7150,1,"Two glossy, white, tapered forms stand upright, adorned with red accents and lettering, featuring five-pointed shapes nearby, against a dark, textured backdrop."
n03792782_30141,1,"The image features a dark frame with vibrant orange accents, angular components, circular tires with textured surfaces, and a smooth seat elevated above the frame."
n03790512_41520,1,"A sleek, dark structure embellished with glossy red accents, circular shapes, and metallic silver details. Positioned on a textured light surface, it stands amidst a green backdrop."
n04180888_3216,1,"The image features metal and wood components, with a mix of dark and light tones, curved lines, and cylindrical shapes, arranged intricately."
n02090827_11579,1,"A sleek, light-colored figure with a dark patch and a wide, open mouth; a hand grips a strap. Soft outdoor hues in the background."
n02766534_15976,1,"Four wheeled carriers in various colors align on a tiled surface. Soft fabric textures contrast with smooth, reflective surroundings. Two adults stand nearby, engaged in conversation."
n02692877_17833,1,"A large, elongated form with a smooth surface, featuring bold orange, blue, and white stripes. Soft clouds and a light gradient sky provide a gentle backdrop."
n02090827_13480,1,"Two animals with contrasting fur textures; one is warm golden, the other is light cream. Green shrubs and a distant landscape in soft hues."
n03063599_4177,1,"A cylindrical white object holds a dark liquid, adorned with blue and red rectangular patterns and text. Surrounding is a collage of papers in muted tones."
n02692877_11314,1,"A large oblong shape with a smooth surface, featuring protruding rotor blades and angled wings. The backdrop includes dynamic gray clouds and soft green ground."
n03541923_4374,1,"Two large, spherical forms in vibrant colors of red, yellow, green, and blue are suspended in a pale sky, contrasted against darker foliage below."
n02766534_10312,1,"A plush figure with gray tones sits upright in a dark frame, accented by a bright red bow. Surrounding textures include smooth fabric and a patterned surface."
n04477387_3641,1,"The image features a variety of equipment with white and black elements, circular forms, mirrors, and a textured floor. Bright overhead lighting emphasizes the space."
n02769748_20423,1,"A dark fabric surface adorned with bright pink and white text, hearts, and a whimsical face. The elements are scattered and overlap slightly."
n01787835_13550,1,"A rounded, metallic brown shape with a smooth surface, jagged edges, and a pointed extension, resting on a light sandy base with subtle organic textures."
n03255030_1413,1,"A dark, rounded object with flat ends, connected by a cylindrical middle section. Textured and worn surface, with uneven shadows highlighting its form."
n03721384_5136,1,"A monochrome scene features a man with a hat and glasses, striking wooden bars with mallets. Background shapes include fruits and market stands."
n03924679_2394,1,"A sleek, light gray rectangular form with a flat top, buttons aligned along the front, and a white sheet positioned above. Smooth surfaces, minimal texture."
n03612010_6564,1,"A wooden structure with large white fabric panels extended upward, floating on shimmering blue water under a clear sky."
n03544143_3031,1,"Two transparent forms with curved midsections, filled with light yellow grains, framed by deep brown wooden elements against a soft gray background."
n03609235_4886,1,"A dark vehicle with a shiny rear, two elongated vessels in vibrant red and blue, parked on a gray surface, surrounded by green grass and distant trees."
n04225987_12703,1,"Three elongated surfaces, featuring vibrant hues like black, green, and rainbow. Shapes include abstract figures, eyes, and a textured backdrop."
n02998003_7121,1,"A combination of purple and yellow boxes, with curved edges and various graphics. Text prominently featured on one side, against a blurred background."
n01726692_8975,1,Curved dark form with light patterns blending into earthy tones. Surrounded by dry yellow-brown strands and scattered pebbles. Green blades peek through.
n04555897_30092,1,"Circular form with textured golden and dark areas. Cream and navy hues create contrast. Thin hands point at delineated markers, revealing layered patterns."
n04442312_15619,1,"A wooden surface supports a clear cylinder and two white appliances, against tiled walls. Natural light highlights soft, neutral tones."
n02885462_13911,1,"Two dark, rounded forms with smooth textures and distinct logos, positioned close together. One has a slightly raised cuff, contrasting white details against black."
n04587559_13336,1,"A cylindrical structure with rough, light-toned materials; dark blades extend horizontally against a deep blue sky, casting shadows."
n03345487_7233,1,"A vibrant reddish-orange rectangular shape with circular elements on top, supported by a darker base. Rough textures contrast with smooth surroundings."
n03760671_7895,1,"A predominantly white object with circular and rectangular shapes, featuring black and silver elements. The background is a smooth gradient of blue."
n04273569_10766,1,"A vibrant mix of blue, red, and white shapes creates a sleek form. Gentle waves ripple around a light sandy base, with soft shadows and reflections."
n02998003_2616,1,"A vibrant yellow background features playful shapes, with cartoonish figures and cereals arranged prominently. Text is bold and colorful, adding dynamic contrast."
n04409806_8542,1,Soft brown and dark hair cascade near a light complexion. A rounded shape of bright green contrasts a beige grid pattern. Light highlights enhance textures and colors.
n01772222_12097,1,"A small creature with elongated limbs and fine hairs, positioned on a vibrant green elongated surface. Its body displays light yellow and brown patterns."
n03359137_39086,1,"A metallic cylindrical object with a textured surface, held by a hand. Dark gray and silver tones contrast with a pale background."
n02841315_22761,1,"Two cylindrical shapes in dark gray, connected at the center. Textured surfaces with circular patterns at joins. Smooth, rounded edges create a compact form."
n02432983_16049,1,"A large brown figure stands amidst green foliage, with a backdrop of dark green trees and a cloudy sky. Antlers extend upward from the figure’s head."
n03924679_11429,1,"An open rectangular top with a glossy surface, a control panel featuring buttons, stacked lighter and darker rectangular shapes, a plain background with a desk."
n03359137_21741,1,"An elongated, rounded object in metallic blue and black, featuring a circular, reflective front. Contains buttons and a handle. Light source visible within the front area."
n03400231_8108,1,"A dark circular vessel holds several oval forms submerged in a glossy liquid. Steam rises, while light reflects off a metallic kettle in the background."
n03425413_22005,1,"Three vertical structures in vibrant red, faded orange, and muted green, positioned on a gravel surface with dark hoses extending downward and upward."
n02974003_3328,1,"A circular metallic object with a smooth, shiny surface, featuring a raised, textured figure in the center, surrounded by a dark, rugged perimeter."
n01970164_19716,1,"A mixture of soft brown and white, flowing curves, numerous elongated appendages with rounded tips, set against a textured, rocky backdrop and fine sand."
n01704323_10394,1,"A large, detailed figure with prominent, curved extensions atop a dark, textured surface. Lighter hues enhance the body, set against a muted backdrop."
n02472293_131,1,"A person with a light complexion and dark hair, wearing spectacles, smiles. Background consists of dark green foliage. Bright red fabric contrasts the scene."
n03982430_9407,1,"A rectangular surface in vibrant green, bordered by natural wood tones. Spheres in various colors are arranged in a specific pattern, with a light-colored floor beneath."
n02841315_24352,1,"The image features a pair of dark cylindrical shapes with a textured surface. There are circular openings at each end, surrounded by a lighter purple hue."
n04009552_7141,1,"A metallic gray object with a circular lens emits a blue light, while a hand rests on top. Below, a colorful rectangular item is partially visible."
n03187595_9059,1,"A pink device with a round interface and a spiral cord, positioned on a flat, dark surface. It features circular digits and a white lower section."
n07734017_8706,1,"Glossy, round shapes in vibrant red hues, some with green stems, arranged on a smooth, white circular surface."
n01944390_20981,1,"A small, coiled, brown structure rests on a smooth, elongated green-blue surface, with gentle curves and a soft, shiny texture."
n03445777_9159,1,"Three round, white textured spheres with red stripes rest on a green surface, adjacent to a brown textured object with a light-colored sole."
n03837869_9127,1,"A tall, textured vertical structure stands atop a broad, layered base. Surrounding greenery contrasts with a cloudy sky. Monochrome tones dominate."
n01770393_21218,1,"A glossy, dark figure rests on a textured yellow surface with brown speckles. Its curved appendages and segmented body contrast with the background."
n02005790_9371,1,"A cluster of pale figures with elongated necks and delicate orange accents standing amidst a glossy, reflective blue surface, surrounded by a serene backdrop."
n04254680_43,1,"Bright green grass, diagonal stripes of blue and yellow attire, round white object on the ground, textured skin tones, blurred figures in the background."
n02054036_7221,1,"A dark, streamlined figure with a glossy texture stands on a light-colored, rugged surface. The background features a smooth, deep blue expanse."
n02054036_5709,1,"A dark figure with iridescent feathers stands on a textured brown background, surrounded by bluish-gray water reflecting light."
n04009552_18384,1,A metallic gray rectangular body with a rounded front and circular lens. Buttons and indicators in varying colors are positioned on top. Smooth surfaces are contrasted by darker accents.
n12596148_9625,1,"A dense arrangement of elongated green leaves overlaps, surrounding vibrant pink blossoms. A stone texture outlines the base, with vertical gray elements nearby."
n02885462_9275,1,"A vibrant crimson form with rounded contours, featuring a shiny surface and a black strap on top, positioned slightly elevated."
n01639765_32862,1,"A small, mottled brown creature rests on a pale, textured surface. Its rounded body contrasts with elongated limbs and a glossy, dark eye."
n04273569_6437,1,"A vibrant yellow structure glides over shimmering water, featuring two figures wearing bright helmets, with a backdrop of glistening waves."
n03721384_22007,1,"Three individuals in colorful tops are positioned behind a wooden structure with slats, surrounded by seated spectators. The background features a light green hue and a wooden door."
n03815615_29630,1,"A deep blue fabric featuring a repeating pattern of small white floral shapes, with a smooth texture tapering downward."
n03544143_4767,1,"Clear glass structures with curved forms, containing white granules. Wooden segments provide contrast. Simple, elegant reflections and shadows on a surface."
n03445777_5992,1,"Three textured spheres in white, arranged vertically on a dark surface, with soft reflections and slight shadows enhancing their rounded forms."
n04313503_23067,1,"A dark, textured circular form with smooth edges, flanked by several buttons in contrasting shades, featuring a prominent silver emblem in the center."
n03483823_5222,1,"A rectangular device with a dark surface, a grid of square buttons in various colors, and a digital display showing numerical sequences."
n04113406_23511,1,"Circular base featuring alternating black and red sections, with numerical markings. A shiny dome captures reflections, including a figure. A bright green sphere is present."
n04180888_2422,1,"A metallic structure with an intricate arrangement of curved and straight lines, featuring shiny gold and brass elements atop a dark wooden base, reflecting light."
n03607659_5173,1,"A young figure in light fabric, gripping a dark metallic object. Earthy tones in the backdrop, with patches of greenery. Shapes and contours create a stark contrast."
n02233338_6133,1,"A glossy black head transitions to a segmented body of rich brown and orange hues, resting on a rough, textured surface with earthy tones."
n04497801_14007,1,"A shiny metallic object with two prongs, inscribed markings, held in a hand. A textured light surface below, blurred keyboard and dark shape in the background."
n04442312_16618,1,"A vibrant turquoise form adorned with circular motifs in red, yellow, green, and pink. Metallic slits at the top. White control knobs to the side."
n03512147_7137,1,"A polished blue body with white accents, elongated shape, and multiple thin, spinning arms extending outward; set against a light gray backdrop."
n03792782_8413,1,"A teal and black object with circular patterns, elongated shapes, and varied textures; a slim seat positioned above central components."
n03793489_11217,1,"A smooth, gray object with a curved shape features blue accents. Soft light glows from one area, blending into blurred, warm-toned backgrounds."
